date,open,high,low,close,volume
1973-09-13,0.3647,0.3647,0.3619,0.3619,874
1973-09-14,0.3618,0.3697,0.3618,0.3697,1675
1973-09-17,0.3698,0.3726,0.3698,0.3726,3253
1973-09-18,0.3726,0.3726,0.3698,0.3726,1651
1973-09-19,0.3725,0.3804,0.3725,0.3776,1456
1973-09-20,0.3776,0.3832,0.3776,0.3804,2767
1973-09-21,0.3804,0.3832,0.3804,0.3832,3859
1973-09-24,0.3832,0.3961,0.3832,0.3911,3229
1973-09-25,0.3912,0.3962,0.3912,0.3962,4127
1973-09-26,0.3962,0.3962,0.3883,0.3883,2549
1973-09-27,0.3882,0.3911,0.3832,0.3832,2160
1973-09-28,0.3832,0.3832,0.3804,0.3832,2500
1973-10-01,0.3832,0.3911,0.3804,0.3911,5098
1973-10-02,0.3911,0.3961,0.3911,0.3911,1457
1973-10-03,0.3911,0.3911,0.3883,0.3911,1068
1973-10-04,0.3911,0.3911,0.3883,0.3883,2889
1973-10-05,0.3883,0.3883,0.3833,0.3883,1190
1973-10-08,0.3883,0.3911,0.3832,0.3911,1408
1973-10-09,0.3911,0.3911,0.3883,0.3883,825
1973-10-10,0.3882,0.3882,0.3832,0.3832,1311
1973-10-11,0.3833,0.3883,0.3833,0.3883,3617
1973-10-12,0.3883,0.3911,0.3883,0.3883,2185
1973-10-15,0.3883,0.3883,0.3883,0.3883,1699
1973-10-16,0.3883,0.3883,0.3833,0.3883,995
1973-10-17,0.3883,0.3883,0.3883,0.3883,1651
1973-10-18,0.3883,0.3883,0.3883,0.3883,4273
1973-10-19,0.3883,0.3911,0.3833,0.3883,1724
1973-10-22,0.3883,0.3911,0.3883,0.3883,2452
1973-10-23,0.3883,0.3961,0.3883,0.3911,4078
1973-10-24,0.3912,0.3962,0.3912,0.3962,1724
1973-10-25,0.3962,0.3962,0.3912,0.3962,4637
1973-10-26,0.3962,0.399,0.3962,0.3962,5438
1973-10-29,0.3962,0.399,0.3962,0.3962,2137
1973-10-30,0.3961,0.3961,0.3911,0.3911,5899
1973-10-31,0.3911,0.3911,0.3832,0.3911,2986
1973-11-01,0.3882,0.3882,0.3804,0.3832,2889
1973-11-02,0.3832,0.3832,0.3804,0.3804,4151
1973-11-05,0.3804,0.3804,0.3776,0.3776,1675
1973-11-06,0.3777,0.3805,0.3726,0.3726,1918
1973-11-07,0.3725,0.3776,0.3725,0.3776,947
1973-11-08,0.3776,0.3776,0.3776,0.3776,1287
1973-11-09,0.3777,0.3777,0.3726,0.3726,1675
1973-11-12,0.3725,0.3725,0.3697,0.3697,2160
1973-11-13,0.3697,0.3697,0.3619,0.3647,2331
1973-11-14,0.3647,0.3647,0.354,0.3568,4563
1973-11-15,0.3568,0.3618,0.354,0.3568,13618
1973-11-16,0.3568,0.3647,0.3568,0.3647,18596
1973-11-19,0.3619,0.3619,0.354,0.354,2670
1973-11-20,0.354,0.3568,0.3512,0.3512,4345
1973-11-21,0.3512,0.3568,0.3461,0.3512,8472
1973-11-23,0.3513,0.3513,0.3462,0.3462,801
1973-11-26,0.3434,0.3434,0.3276,0.3276,6554
1973-11-27,0.3276,0.3276,0.3169,0.3169,5922
1973-11-28,0.317,0.317,0.3091,0.3119,4637
1973-11-29,0.3119,0.3119,0.2878,0.3091,9372
1973-11-30,0.304,0.304,0.3012,0.3012,3860
1973-12-03,0.3012,0.304,0.2933,0.2956,3617
1973-12-04,0.2969,0.2969,0.2946,0.2969,6803
1973-12-05,0.297,0.3026,0.297,0.3026,2439
1973-12-06,0.3026,0.3133,0.3026,0.3133,3268
1973-12-07,0.3133,0.3212,0.3105,0.3212,3390
1973-12-10,0.3212,0.3235,0.3184,0.3212,2658
1973-12-11,0.3212,0.3212,0.3133,0.3133,4341
