Date,PEP_Price,KO_Price
2015-01-30,93.78,41.17
2015-01-29,96.03,42.1
2015-01-28,95.72,41.92
2015-01-27,96.72,42.39
2015-01-26,98.69,43
2015-01-23,98.53,43.31
2015-01-22,98.9,43.78
2015-01-21,97.4,43.36
2015-01-20,97.51,43.16
2015-01-16,97.29,42.53
2015-01-15,96.67,42.38
2015-01-14,96.67,42.56
2015-01-13,96.35,42.63
2015-01-12,96.42,42.64
2015-01-09,96.82,43.03
2015-01-08,97.48,43.51
2015-01-07,95.74,42.99
2015-01-06,93.02,42.46
2015-01-05,93.73,42.14
2015-01-02,94.44,42.14
